gene,log2.fold_change.,value_1,value_2,locus,sample_1,sample_2,status,test_stat,p_value,q_value,significant,fpkm5,fpkm10
Tgfbi,-1.37988,351.573,135.092,chr13:56609602-56639339,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.47816,5.00E-05,0.000250321,yes,2,2
Cfh,-1.38449,13.2606,5.07915,chr1:140085854-140183411,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.98809,5.00E-05,0.000250321,yes,2,1
Ms4a6c,-1.38644,276.082,105.603,chr19:11469367-11482196,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.5509,5.00E-05,0.000250321,yes,2,2
Apba1,-1.3877,12.445,4.75614,chr19:23758875-23949597,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.24774,5.00E-05,0.000250321,yes,1,1
Milr1,-1.3882,31.9361,12.2009,chr11:106751225-106779537,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.51212,5.00E-05,0.000250321,yes,2,2
Pstpip2,-1.3901,56.5185,21.5641,chr18:77794549-77882879,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.40356,5.00E-05,0.000250321,yes,2,2
Rgs14,-1.39039,58.6209,22.3616,chr13:55369731-55384687,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.4285,5.00E-05,0.000250321,yes,2,2
Arhgef10l,-1.39322,28.338,10.7887,chr4:140514484-140665905,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.35679,5.00E-05,0.000250321,yes,2,2
Samsn1,-1.39565,76.9629,29.2516,chr16:75858793-75909266,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.43096,5.00E-05,0.000250321,yes,2,2
Zyx,-1.39696,337.324,128.092,chr6:42349827-42380558,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.66462,5.00E-05,0.000250321,yes,2,2
Sell,-1.39777,181.699,68.9572,chr1:164062075-164080785,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.19157,5.00E-05,0.000250321,yes,2,2
Cebpb,-1.40037,204.57,77.498,chr2:167688914-167690432,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.02456,5.00E-05,0.000250321,yes,2,2
Ms4a6b,-1.40573,70.9865,26.7922,chr19:11518558-11530403,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.38352,5.00E-05,0.000250321,yes,2,2
Klf5,-1.41039,12.4935,4.70021,chr14:99298690-99313409,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.21368,5.00E-05,0.000250321,yes,1,1
Prkx,-1.41215,26.6019,9.9957,chrX:77762029-77795960,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.35249,5.00E-05,0.000250321,yes,2,1
Itga1,-1.41238,10.405,3.90905,chr13:114958080-115101964,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.17867,5.00E-05,0.000250321,yes,1,1
Nxpe4,-1.41259,13.8666,5.20879,chr9:48362040-48400025,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.86729,5.00E-05,0.000250321,yes,2,1
Mnda,-1.41334,28.2655,10.612,chr1:173896340-173913046,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.81672,5.00E-05,0.000250321,yes,2,2
Itgb3,-1.41511,25.3708,9.51358,chr11:104607999-104670471,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.41064,5.00E-05,0.000250321,yes,2,1
Orm1,-1.41908,20.7369,7.7546,chr4:63344565-63348162,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-3.93193,5.00E-05,0.000250321,yes,2,1
Chil1,-1.42129,53.6712,20.0396,chr1:134182403-134190031,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.30687,5.00E-05,0.000250321,yes,2,2
Stx11,-1.42146,34.218,12.7748,chr10:12939982-12964259,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.3487,5.00E-05,0.000250321,yes,2,2
Bcl6,-1.42495,22.4154,8.34821,chr16:23965051-23988612,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.29611,5.00E-05,0.000250321,yes,2,1
Samd9l,-1.42659,34.2322,12.7346,chr6:3372257-3399571,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.54595,5.00E-05,0.000250321,yes,2,2
Gpr18,-1.43156,18.9569,7.02786,chr14:121876860-122021035,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-2.17796,0.0004,0.00168203,yes,2,1
Mmp25,-1.43197,25.864,9.58583,chr17:23629457-23645269,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.35334,5.00E-05,0.000250321,yes,2,1
Gm1966,-1.43543,38.5412,14.25,chr7:106595548-106644645,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.33349,5.00E-05,0.000250321,yes,2,2
Mcemp1,-1.43598,127.042,46.9541,chr8:3665761-3668905,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.57106,5.00E-05,0.000250321,yes,2,2
Fmnl1,-1.43692,211.463,78.1051,chr11:103171137-103198900,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.87676,5.00E-05,0.000250321,yes,2,2
Atrnl1,-1.43715,18.2595,6.74314,chr19:57611033-58133340,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.53337,5.00E-05,0.000250321,yes,2,1
1600010M07Rik,-1.44187,16.81,6.18762,chr7:109998376-110006646,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-3.62704,5.00E-05,0.000250321,yes,2,1
Tnfsf13b,-1.44874,13.7137,5.02389,chr8:10006632-10035999,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.37861,5.00E-05,0.000250321,yes,2,1
Ugt1a7c,-1.44966,56.0103,20.5058,chr1:88055410-88220002,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.55975,5.00E-05,0.000250321,yes,2,2
Tcp11l2,-1.45042,56.6184,20.7175,chr10:84576946-84614355,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.6115,5.00E-05,0.000250321,yes,2,2
Zcchc24,-1.45064,15.6656,5.73139,chr14:25711639-25768856,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.33965,5.00E-05,0.000250321,yes,2,1
Pik3r6,-1.45578,21.3545,7.78493,chr11:68503018-68552695,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.3867,5.00E-05,0.000250321,yes,2,1
Clec2i,-1.46082,23.3351,8.47735,chr6:128848043-128898167,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-2.90386,5.00E-05,0.000250321,yes,2,1
Nat8l,-1.4679,10.5163,3.80173,chr5:33995983-34005916,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.41985,5.00E-05,0.000250321,yes,1,1
Capg,-1.47027,235.963,85.1628,chr6:72544390-72562983,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.55329,5.00E-05,0.000250321,yes,2,2
Prss34,-1.47367,412.858,148.656,chr17:25298393-25300161,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.16485,5.00E-05,0.000250321,yes,2,2
Anxa2,-1.47569,458.372,164.813,chr9:69453682-69491785,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.18152,5.00E-05,0.000250321,yes,2,2
Dusp5,-1.47717,10.3012,3.70014,chr19:53529317-53541322,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-3.77348,5.00E-05,0.000250321,yes,1,1
Bmf,-1.47823,16.8274,6.03984,chr2:118528756-118549678,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.46664,5.00E-05,0.000250321,yes,2,1
Stx3,-1.47972,35.8404,12.8509,chr19:11775117-11819403,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.65991,5.00E-05,0.000250321,yes,2,2
Rgs3,-1.49152,14.6995,5.22771,chr4:62559846-62703019,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.35165,5.00E-05,0.000250321,yes,2,1
Zfp36,-1.50435,502.348,177.072,chr7:28376783-28379228,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.80439,5.00E-05,0.000250321,yes,2,2
Lrrk2,-1.50572,20.9542,7.3791,chr15:91673223-91816124,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.83857,5.00E-05,0.000250321,yes,2,1
Chil3,-1.51092,1372.1,481.454,chr3:106147553-106167564,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.00793,5.00E-05,0.000250321,yes,2,2
Thbd,-1.51406,14.6339,5.12372,chr2:148404470-148408188,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.33119,5.00E-05,0.000250321,yes,2,1
Nabp1,-1.52343,25.1269,8.74061,chr1:51469487-51478399,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.60922,5.00E-05,0.000250321,yes,2,1
Ap1s2,-1.53731,82.1972,28.3192,chrX:163909016-163933666,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.89705,5.00E-05,0.000250321,yes,2,2
Msr1,-1.54671,36.3297,12.4353,chr8:39467447-40227787,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.21023,5.00E-05,0.000250321,yes,2,2
Ifi27l2a,-1.56444,205.353,69.4317,chr12:103433872-103443680,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.02637,5.00E-05,0.000250321,yes,2,2
Nlrp3,-1.56523,13.4343,4.53976,chr11:59542685-59566956,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.5092,5.00E-05,0.000250321,yes,1,1
Ndrg1,-1.5714,45.1668,15.1978,chr15:66929317-66969641,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.07737,5.00E-05,0.000250321,yes,2,2
Cytip,-1.57419,50.0126,16.7958,chr2:58129138-58160122,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.97555,5.00E-05,0.000250321,yes,2,2
Ssh2,-1.57442,38.7147,12.9995,chr11:77216424-77460219,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.95221,5.00E-05,0.000250321,yes,2,2
Slfn2,-1.57862,247.281,82.7903,chr11:83065111-83070678,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.87276,5.00E-05,0.000250321,yes,2,2
Zbp1,-1.57964,41.3519,13.8349,chr2:173206611-173218922,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.8761,5.00E-05,0.000250321,yes,2,2
Arhgap26,-1.58151,19.8537,6.63376,chr18:38993144-39376285,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.05512,5.00E-05,0.000250321,yes,2,1
Oasl2,-1.58284,29.4134,9.81889,chr5:114896933-114912245,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.87416,5.00E-05,0.000250321,yes,2,1
Gm5150,-1.58682,20.4947,6.82278,chr3:15948069-16006332,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.5011,5.00E-05,0.000250321,yes,2,1
Itgal,-1.58753,129.131,42.9672,chr7:127296259-127335137,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.54587,5.00E-05,0.000250321,yes,2,2
Gcnt2,-1.59044,15.1518,5.03146,chr13:40859767-40960892,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.7125,5.00E-05,0.000250321,yes,2,1
Ptpro,-1.59084,34.4735,11.4444,chr6:137252298-137464633,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.1229,5.00E-05,0.000250321,yes,2,2
Tmcc1,-1.59878,24.1295,7.96653,chr6:116018617-116193374,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.17506,5.00E-05,0.000250321,yes,2,1
Tnfsf14,-1.60276,20.261,6.67087,chr17:57189473-57194181,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.30517,5.00E-05,0.000250321,yes,2,1
Tmsb10,-1.60373,850.276,279.763,chr6:72957346-72958748,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.68077,5.00E-05,0.000250321,yes,2,2
Cybb,-1.60602,583.836,191.792,chrX:9435253-9469324,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-3.9544,5.00E-05,0.000250321,yes,2,2
Lsr,-1.60798,12.2319,4.01279,chr7:30957769-30973469,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.82618,5.00E-05,0.000250321,yes,1,1
Skint3,-1.60885,10.1687,3.33392,chr4:112232244-112300468,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.23425,5.00E-05,0.000250321,yes,1,1
Alox5,-1.61275,103.59,33.8713,chr6:116410070-116461178,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.14202,5.00E-05,0.000250321,yes,2,2
Nhsl2,-1.62144,29.6321,9.63074,chrX:101849384-102092055,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.75625,5.00E-05,0.000250321,yes,2,1
Plaur,-1.62153,95.4423,31.0179,chr7:24462499-24475873,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.26632,5.00E-05,0.000250321,yes,2,2
Ntng2,-1.62181,17.0363,5.53559,chr2:29194725-29252993,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-3.28548,5.00E-05,0.000250321,yes,2,1
Smpdl3a,-1.62187,280.127,91.0171,chr10:57794543-57811830,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.87013,5.00E-05,0.000250321,yes,2,2
Alox5ap,-1.62237,811.491,263.573,chr5:149265003-149288153,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.4993,5.00E-05,0.000250321,yes,2,2
Inpp5f,-1.62291,17.9024,5.81252,chr7:128611364-128696436,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.06171,5.00E-05,0.000250321,yes,2,1
Ngp,-1.63332,6743.45,2173.73,chr9:110419807-110423012,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-2.36017,0.0005,0.00203482,yes,2,2
Itgam,-1.64483,296.539,94.8288,chr7:128062639-128118491,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.98234,5.00E-05,0.000250321,yes,2,2
Kif21b,-1.6528,46.7021,14.8523,chr1:136131400-136178014,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.16163,5.00E-05,0.000250321,yes,2,2
Capn2,-1.65662,70.2228,22.2734,chr1:182467258-182517483,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.41204,5.00E-05,0.000250321,yes,2,2
Xdh,-1.66168,81.6458,25.8059,chr17:73883894-73950196,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.14976,5.00E-05,0.000250321,yes,2,2
Ltb,-1.66542,48.7563,15.3705,chr17:35194506-35196305,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.75352,5.00E-05,0.000250321,yes,2,2
Glipr2,-1.66705,102.3,32.2139,chr4:43957701-43979118,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.48312,5.00E-05,0.000250321,yes,2,2
Tiam2,-1.67212,11.6632,3.6598,chr17:3326572-3557713,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.57452,5.00E-05,0.000250321,yes,1,1
Fas,-1.67425,13.8356,4.3351,chr19:34290658-34327770,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.38336,5.00E-05,0.000250321,yes,1,1
Fosl2,-1.67512,33.2732,10.4192,chr5:32136471-32157839,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.49435,5.00E-05,0.000250321,yes,2,2
Gapt,-1.67641,162.031,50.6931,chr13:110352614-110357172,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.29291,5.00E-05,0.000250321,yes,2,2
Ccl6,-1.68604,629.788,195.724,chr11:83582060-83623693,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.59214,5.00E-05,0.000250321,yes,2,2
Kdm7a,-1.6867,34.5751,10.7403,chr6:39118472-39206773,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.36999,5.00E-05,0.000250321,yes,2,2
Mx1,-1.68921,15.1531,4.69893,chr16:97447034-97462906,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.58936,5.00E-05,0.000250321,yes,1,1
Syne1,-1.69205,94.9079,39.4288,chr10:5020195-5194707,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.00184,5.00E-05,0.000250321,yes,2,2
Agpat4,-1.69283,22.4601,6.94734,chr17:12119283-12219640,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.60517,5.00E-05,0.000250321,yes,2,1
Grk5,-1.69717,18.5871,5.73208,chr19:60889748-61140840,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.2648,5.00E-05,0.000250321,yes,2,1
Btla,-1.69759,14.9303,4.60302,chr16:45224336-45252895,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.74869,5.00E-05,0.000250321,yes,1,1
Klf2,-1.70573,84.995,26.0566,chr8:72319061-72321654,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.54593,5.00E-05,0.000250321,yes,2,2
Add3,-1.7115,119.518,36.494,chr19:53140442-53247326,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.26294,5.00E-05,0.000250321,yes,2,2
Lcn2,-1.71643,1375.37,418.528,chr2:32384636-32387739,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.31075,5.00E-05,0.000250321,yes,2,2
Ccr1,-1.72363,28.927,8.75871,chr9:123962125-123968692,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.36532,5.00E-05,0.000250321,yes,2,1
Cd177,-1.72868,334.525,100.935,chr7:24743982-24760311,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.752,5.00E-05,0.000250321,yes,2,2
Rnd3,-1.73017,18.4676,5.56642,chr2:51130438-51149111,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.93292,5.00E-05,0.000250321,yes,2,1
Cd300lb,-1.73287,72.765,21.8915,chr11:114922780-114934386,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.68477,5.00E-05,0.000250321,yes,2,2
Samhd1,-1.73289,304.8,91.6989,chr2:157097528-157135222,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.40059,5.00E-05,0.000250321,yes,2,2
Oas3,-1.73343,19.8447,5.96801,chr5:120753097-120777659,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.38022,5.00E-05,0.000250321,yes,2,1
Ms4a4b,-1.73665,11.7879,3.53713,chr19:11443557-11463548,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.62377,5.00E-05,0.000250321,yes,1,1
Gpr35,-1.73735,29.4007,8.81785,chr1:92973118-92986391,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.59995,5.00E-05,0.000250321,yes,2,1
Mxd1,-1.74027,46.1677,13.8186,chr6:86647044-86669159,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.68298,5.00E-05,0.000250321,yes,2,2
Ccr2,-1.74407,317.383,94.7473,chr9:124102182-124109140,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.41036,5.00E-05,0.000250321,yes,2,2
Susd3,-1.74679,65.4196,19.4927,chr13:49230830-49248706,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.32939,5.00E-05,0.000250321,yes,2,2
F13a1,-1.75242,399.656,118.619,chr13:36867177-37050244,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.09969,5.00E-05,0.000250321,yes,2,2
A530064D06Rik,-1.76324,17.1966,5.06586,chr17:48151895-48167257,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.52639,5.00E-05,0.000250321,yes,2,1
Etohi1,-1.76689,22.991,6.75571,chr2:178023283-178035859,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.44598,5.00E-05,0.000250321,yes,2,1
Sirpb1b,-1.77125,17.028,4.98845,chr3:15495753-15575065,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.25293,5.00E-05,0.000250321,yes,1,1
Nupr1,-1.79006,25.9011,7.48957,chr7:126623245-126625470,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.79316,5.00E-05,0.000250321,yes,2,1
P2rx1,-1.79488,47.6393,13.7294,chr11:72999144-73015197,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.72112,5.00E-05,0.000250321,yes,2,2
Rarg,-1.80668,41.3657,11.8243,chr15:102234937-102257522,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.8392,5.00E-05,0.000250321,yes,2,2
Il17ra,-1.81082,133.169,37.9568,chr6:120463196-120483727,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.56906,5.00E-05,0.000250321,yes,2,2
Gpr141,-1.81388,48.5957,13.8219,chr13:19749681-19824257,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.97336,5.00E-05,0.000250321,yes,2,2
Myadm,-1.81678,143.34,40.6877,chr7:3289037-3299349,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.82479,5.00E-05,0.000250321,yes,2,2
Slc2a3,-1.83304,41.5911,11.6734,chr6:122727808-122742745,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.96941,5.00E-05,0.000250321,yes,2,2
Rnase6,-1.84879,91.3575,25.3631,chr14:51129067-51131121,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.89455,5.00E-05,0.000250321,yes,2,2
Nr4a1,-1.85834,40.7203,11.2304,chr15:101266845-101274794,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.74763,5.00E-05,0.000250321,yes,2,2
S100a4,-1.88039,588.27,159.78,chr3:90603769-90606045,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.88564,5.00E-05,0.000250321,yes,2,2
Pi16,-1.89937,70.4245,18.878,chr17:29318881-29328902,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.30081,5.00E-05,0.000250321,yes,2,2
Pira7,-1.90147,21.1624,5.66455,chr7:3731632-3915501,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-2.00099,0.0013,0.00467781,yes,2,1
Lsp1,-1.90238,521.445,139.487,chr7:142460811-142516009,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.2338,5.00E-05,0.000250321,yes,2,2
Nfil3,-1.90261,36.9549,9.88393,chr13:52967208-52981039,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.84641,5.00E-05,0.000250321,yes,2,1
Dleu2,-1.90438,12.4549,3.3271,chr14:61598225-61682373,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.34166,5.00E-05,0.000250321,yes,1,1
Ldlrad3,-1.90976,38.0038,10.1142,chr2:101950200-102186460,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.2143,5.00E-05,0.000250321,yes,2,2
Ms4a4c,-1.91732,99.329,26.297,chr19:11407660-11427246,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.16369,5.00E-05,0.000250321,yes,2,2
Padi2,-1.92769,53.662,14.105,chr4:140906359-140957902,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.37595,5.00E-05,0.000250321,yes,2,2
Slc2a6,-1.93768,22.675,5.91897,chr2:27021364-27027998,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.44371,5.00E-05,0.000250321,yes,2,1
Ace,-1.94734,48.0798,12.4668,chr11:105965606-105989964,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.13384,5.00E-05,0.000250321,yes,2,2
Atp1a3,-1.94768,171.684,44.5061,chr7:24978168-25005937,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.85811,5.00E-05,0.000250321,yes,2,2
L1cam,-1.95228,10.4512,2.70067,chrX:73853779-73880834,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.65008,5.00E-05,0.000250321,yes,1,1
Emilin2,-1.95504,197.75,51.0023,chr17:71252175-71310965,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.64217,5.00E-05,0.000250321,yes,2,2
Cd300lg,-1.96087,26.692,6.85646,chr11:102041510-102055617,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.83495,5.00E-05,0.000250321,yes,2,1
Rara,-1.97187,58.2314,14.8445,chr11:98937695-98974942,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.52601,5.00E-05,0.000250321,yes,2,2
Itgb7,-1.97222,195.955,49.941,chr15:102215994-102231935,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.19572,5.00E-05,0.000250321,yes,2,2
Ifitm3,-1.97342,495.61,126.206,chr7:141009589-141010744,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.31118,5.00E-05,0.000250321,yes,2,2
Ahnak,-1.97749,61.959,15.7333,chr19:8989283-9076926,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.24771,5.00E-05,0.000250321,yes,2,2
Mfsd6,-1.98024,11.2868,2.86062,chr1:52656304-52727318,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.71101,5.00E-05,0.000250321,yes,1,1
Amica1,-1.99628,16.4438,4.12156,chr9:45079182-45135606,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.75937,5.00E-05,0.000250321,yes,1,1
LOC100038947,-2.00862,45.1423,11.2183,chr3:15795146-15848487,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.0364,5.00E-05,0.000250321,yes,2,2
Stxbp6,-2.01819,10.865,2.68222,chr12:44852485-45074483,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.61752,5.00E-05,0.000250321,yes,1,1
Adam19,-2.02129,16.5489,4.07661,chr11:46054501-46147347,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.96729,5.00E-05,0.000250321,yes,1,1
